reading_id,meter_id,timestamp,ambient_temp_c,energy_consumed
8395,12,2026-06-20 18:00:00,32.5,57.64
8396,12,2026-06-20 19:00:00,31.29,55.86
8397,12,2026-06-20 20:00:00,30.0,53.66
8398,12,2026-06-20 21:00:00,28.71,50.83
8399,12,2026-06-20 22:00:00,27.5,40.38
8400,12,2026-06-20 23:00:00,26.46,38.64
8401,12,2026-06-21 00:00:00,25.67,37.86
8402,12,2026-06-21 01:00:00,25.17,36.49
8403,12,2026-06-21 02:00:00,25.0,36.44
8404,12,2026-06-21 03:00:00,25.17,36.99
8405,12,2026-06-21 04:00:00,25.67,38.1
8406,12,2026-06-21 05:00:00,26.46,39.44
8407,12,2026-06-21 06:00:00,27.5,41.47
8408,12,2026-06-21 07:00:00,28.71,43.92
8409,12,2026-06-21 08:00:00,30.0,45.59
8410,12,2026-06-21 09:00:00,31.29,54.95
8411,12,2026-06-21 10:00:00,32.5,60.14
8412,12,2026-06-21 11:00:00,33.54,59.15
8413,12,2026-06-21 12:00:00,34.33,61.23
8414,12,2026-06-21 13:00:00,34.83,60.7
8415,12,2026-06-21 14:00:00,35.0,60.13
8416,12,2026-06-21 15:00:00,34.83,59.55
8417,12,2026-06-21 16:00:00,34.33,59.65
8418,12,2026-06-21 17:00:00,33.54,60.29
8419,12,2026-06-21 18:00:00,32.5,57.09
8420,12,2026-06-21 19:00:00,31.29,55.06
8421,12,2026-06-21 20:00:00,30.0,53.07
8422,12,2026-06-21 21:00:00,28.71,51.46
8423,12,2026-06-21 22:00:00,27.5,40.42
8424,12,2026-06-21 23:00:00,26.46,39.27
8425,12,2026-06-22 00:00:00,25.67,37.62
8426,12,2026-06-22 01:00:00,25.17,36.82
8427,12,2026-06-22 02:00:00,25.0,36.96
8428,12,2026-06-22 03:00:00,25.17,37.02
8429,12,2026-06-22 04:00:00,25.67,38.53
8430,12,2026-06-22 05:00:00,26.46,39.75
8431,12,2026-06-22 06:00:00,27.5,41.12
8432,12,2026-06-22 07:00:00,28.71,43.07
8433,12,2026-06-22 08:00:00,30.0,46.19
8434,12,2026-06-22 09:00:00,31.29,56.12
8435,12,2026-06-22 10:00:00,32.5,58.05
8436,12,2026-06-22 11:00:00,33.54,60.15
8437,12,2026-06-22 12:00:00,34.33,60.79
8438,12,2026-06-22 13:00:00,34.83,60.78
8439,12,2026-06-22 14:00:00,35.0,61.81
8440,12,2026-06-22 15:00:00,34.83,60.26
8441,12,2026-06-22 16:00:00,34.33,61.47
8442,12,2026-06-22 17:00:00,33.54,58.79
8443,12,2026-06-22 18:00:00,32.5,57.65
8444,12,2026-06-22 19:00:00,31.29,55.52
8445,12,2026-06-22 20:00:00,30.0,53.19
8446,12,2026-06-22 21:00:00,28.71,51.17
8447,12,2026-06-22 22:00:00,27.5,40.64
8448,12,2026-06-22 23:00:00,26.46,39.49
8449,12,2026-06-23 00:00:00,25.67,38.25
8450,12,2026-06-23 01:00:00,25.17,37.15
8451,12,2026-06-23 02:00:00,25.0,37.38
8452,12,2026-06-23 03:00:00,25.17,37.19
8453,12,2026-06-23 04:00:00,25.67,37.36
8454,12,2026-06-23 05:00:00,26.46,39.53
8455,12,2026-06-23 06:00:00,27.5,41.57
8456,12,2026-06-23 07:00:00,28.71,43.14
8457,12,2026-06-23 08:00:00,30.0,45.91
8458,12,2026-06-23 09:00:00,31.29,55.7
8459,12,2026-06-23 10:00:00,32.5,56.52
8460,12,2026-06-23 11:00:00,33.54,59.33
8461,12,2026-06-23 12:00:00,34.33,60.08
8462,12,2026-06-23 13:00:00,34.83,60.01
8463,12,2026-06-23 14:00:00,35.0,59.93
8464,12,2026-06-23 15:00:00,34.83,60.74
8465,12,2026-06-23 16:00:00,34.33,60.45
8466,12,2026-06-23 17:00:00,33.54,56.66
8467,12,2026-06-23 18:00:00,32.5,58.4
8468,12,2026-06-23 19:00:00,31.29,55.4
8469,12,2026-06-23 20:00:00,30.0,53.15
8470,12,2026-06-23 21:00:00,28.71,50.23
8471,12,2026-06-23 22:00:00,27.5,41.37
8472,12,2026-06-23 23:00:00,26.46,39.15
8473,12,2026-06-24 00:00:00,25.67,37.88
8474,12,2026-06-24 01:00:00,25.17,37.32
8475,12,2026-06-24 02:00:00,25.0,37.47
8476,12,2026-06-24 03:00:00,25.17,38.5
8477,12,2026-06-24 04:00:00,25.67,37.77
8478,12,2026-06-24 05:00:00,26.46,40.1
8479,12,2026-06-24 06:00:00,27.5,41.94
8480,12,2026-06-24 07:00:00,28.71,42.85
8481,12,2026-06-24 08:00:00,30.0,45.32
8482,12,2026-06-24 09:00:00,31.29,54.77
8483,12,2026-06-24 10:00:00,32.5,57.89
8484,12,2026-06-24 11:00:00,33.54,58.66
8485,12,2026-06-24 12:00:00,34.33,59.42
8486,12,2026-06-24 13:00:00,34.83,61.85
8487,12,2026-06-24 14:00:00,35.0,62.97
8488,12,2026-06-24 15:00:00,34.83,61.54
8489,12,2026-06-24 16:00:00,34.33,61.33
8490,12,2026-06-24 17:00:00,33.54,57.95
8491,12,2026-06-24 18:00:00,32.5,57.45
8492,12,2026-06-24 19:00:00,31.29,56.28
8493,12,2026-06-24 20:00:00,30.0,52.65
8494,12,2026-06-24 21:00:00,28.71,50.87
8495,12,2026-06-24 22:00:00,27.5,40.85
8496,12,2026-06-24 23:00:00,26.46,40.18
8497,12,2026-06-25 00:00:00,25.67,38.18
8498,12,2026-06-25 01:00:00,25.17,37.1
8499,12,2026-06-25 02:00:00,25.0,36.54
8500,12,2026-06-25 03:00:00,25.17,37.13
8501,12,2026-06-25 04:00:00,25.67,37.56
8502,12,2026-06-25 05:00:00,26.46,39.79
8503,12,2026-06-25 06:00:00,27.5,41.46
8504,12,2026-06-25 07:00:00,28.71,43.69
8505,12,2026-06-25 08:00:00,30.0,44.33
8506,12,2026-06-25 09:00:00,31.29,55.58
8507,12,2026-06-25 10:00:00,32.5,58.44
8508,12,2026-06-25 11:00:00,33.54,58.87
8509,12,2026-06-25 12:00:00,34.33,60.34
8510,12,2026-06-25 13:00:00,34.83,60.65
8511,12,2026-06-25 14:00:00,35.0,61.37
8512,12,2026-06-25 15:00:00,34.83,62.22
8513,12,2026-06-25 16:00:00,34.33,60.96
8514,12,2026-06-25 17:00:00,33.54,60.56
8515,12,2026-06-25 18:00:00,32.5,58.43
8516,12,2026-06-25 19:00:00,31.29,54.82
8517,12,2026-06-25 20:00:00,30.0,53.62
8518,12,2026-06-25 21:00:00,28.71,51.17
8519,12,2026-06-25 22:00:00,27.5,40.25
8520,12,2026-06-25 23:00:00,26.46,38.71
8521,12,2026-06-26 00:00:00,25.67,38.36
8522,12,2026-06-26 01:00:00,25.17,37.09
8523,12,2026-06-26 02:00:00,25.0,36.99
8524,12,2026-06-26 03:00:00,25.17,37.65
8525,12,2026-06-26 04:00:00,25.67,38.82
8526,12,2026-06-26 05:00:00,26.46,40.34
8527,12,2026-06-26 06:00:00,27.5,41.29
8528,12,2026-06-26 07:00:00,28.71,43.11
8529,12,2026-06-26 08:00:00,30.0,44.19
8530,12,2026-06-26 09:00:00,31.29,57.5
8531,12,2026-06-26 10:00:00,32.5,58.74
8532,12,2026-06-26 11:00:00,33.54,57.94
8533,12,2026-06-26 12:00:00,34.33,60.72
8534,12,2026-06-26 13:00:00,34.83,60.08
8535,12,2026-06-26 14:00:00,35.0,62.44
8536,12,2026-06-26 15:00:00,34.83,60.84
8537,12,2026-06-26 16:00:00,34.33,60.61
8538,12,2026-06-26 17:00:00,33.54,58.44
8539,12,2026-06-26 18:00:00,32.5,58.68
8540,12,2026-06-26 19:00:00,31.29,55.03
8541,12,2026-06-26 20:00:00,30.0,53.84
8542,12,2026-06-26 21:00:00,28.71,50.36
8543,12,2026-06-26 22:00:00,27.5,40.76
8544,12,2026-06-26 23:00:00,26.46,38.59
8545,12,2026-06-27 00:00:00,25.67,37.25
8546,12,2026-06-27 01:00:00,25.17,36.69
8547,12,2026-06-27 02:00:00,25.0,37.36
8548,12,2026-06-27 03:00:00,25.17,36.98
8549,12,2026-06-27 04:00:00,25.67,38.62
8550,12,2026-06-27 05:00:00,26.46,39.6
8551,12,2026-06-27 06:00:00,27.5,42.0
8552,12,2026-06-27 07:00:00,28.71,42.49
8553,12,2026-06-27 08:00:00,30.0,45.59
8554,12,2026-06-27 09:00:00,31.29,54.96
8555,12,2026-06-27 10:00:00,32.5,59.73
8556,12,2026-06-27 11:00:00,33.54,59.11
8557,12,2026-06-27 12:00:00,34.33,61.29
8558,12,2026-06-27 13:00:00,34.83,62.11
8559,12,2026-06-27 14:00:00,35.0,60.57
8560,12,2026-06-27 15:00:00,34.83,58.71
8561,12,2026-06-27 16:00:00,34.33,57.86
8562,12,2026-06-27 17:00:00,33.54,60.01
8563,12,2026-06-27 18:00:00,32.5,57.77
8564,12,2026-06-27 19:00:00,31.29,55.69
8565,12,2026-06-27 20:00:00,30.0,52.97
8566,12,2026-06-27 21:00:00,28.71,49.54
8567,12,2026-06-27 22:00:00,27.5,41.25
8568,12,2026-06-27 23:00:00,26.46,38.74
8569,12,2026-06-28 00:00:00,25.67,37.61
8570,12,2026-06-28 01:00:00,25.17,36.42
8571,12,2026-06-28 02:00:00,25.0,36.83
8572,12,2026-06-28 03:00:00,25.17,37.12
8573,12,2026-06-28 04:00:00,25.67,38.09
8574,12,2026-06-28 05:00:00,26.46,40.58
8575,12,2026-06-28 06:00:00,27.5,41.12
8576,12,2026-06-28 07:00:00,28.71,43.35
8577,12,2026-06-28 08:00:00,30.0,45.91
8578,12,2026-06-28 09:00:00,31.29,57.71
8579,12,2026-06-28 10:00:00,32.5,58.35
8580,12,2026-06-28 11:00:00,33.54,60.13
8581,12,2026-06-28 12:00:00,34.33,60.0
8582,12,2026-06-28 13:00:00,34.83,61.3
8583,12,2026-06-28 14:00:00,35.0,59.94
8584,12,2026-06-28 15:00:00,34.83,61.48
8585,12,2026-06-28 16:00:00,34.33,58.46
8586,12,2026-06-28 17:00:00,33.54,58.42
8587,12,2026-06-28 18:00:00,32.5,58.2
8588,12,2026-06-28 19:00:00,31.29,55.78
8589,12,2026-06-28 20:00:00,30.0,54.46
8590,12,2026-06-28 21:00:00,28.71,50.2
8591,12,2026-06-28 22:00:00,27.5,40.65
8592,12,2026-06-28 23:00:00,26.46,39.11
8593,12,2026-06-29 00:00:00,25.67,38.08
8594,12,2026-06-29 01:00:00,25.17,38.53
8595,12,2026-06-29 02:00:00,25.0,37.0
8596,12,2026-06-29 03:00:00,25.17,37.45
8597,12,2026-06-29 04:00:00,25.67,38.68
8598,12,2026-06-29 05:00:00,26.46,39.35
8599,12,2026-06-29 06:00:00,27.5,40.97
8600,12,2026-06-29 07:00:00,28.71,43.45
8601,12,2026-06-29 08:00:00,30.0,45.56
8602,12,2026-06-29 09:00:00,31.29,58.08
8603,12,2026-06-29 10:00:00,32.5,58.43
8604,12,2026-06-29 11:00:00,33.54,59.87
8605,12,2026-06-29 12:00:00,34.33,60.32
8606,12,2026-06-29 13:00:00,34.83,61.01
8607,12,2026-06-29 14:00:00,35.0,62.33
8608,12,2026-06-29 15:00:00,34.83,59.74
8609,12,2026-06-29 16:00:00,34.33,61.13
8610,12,2026-06-29 17:00:00,33.54,60.1
8611,12,2026-06-29 18:00:00,32.5,57.03
8612,12,2026-06-29 19:00:00,31.29,56.75
8613,12,2026-06-29 20:00:00,30.0,53.62
8614,12,2026-06-29 21:00:00,28.71,52.2
8615,12,2026-06-29 22:00:00,27.5,40.4
8616,12,2026-06-29 23:00:00,26.46,38.98
8617,12,2026-06-30 00:00:00,25.67,38.13
8618,12,2026-06-30 01:00:00,25.17,37.53
8619,12,2026-06-30 02:00:00,25.0,36.83
8620,12,2026-06-30 03:00:00,25.17,36.59
8621,12,2026-06-30 04:00:00,25.67,37.89
8622,12,2026-06-30 05:00:00,26.46,40.06
8623,12,2026-06-30 06:00:00,27.5,41.91
8624,12,2026-06-30 07:00:00,28.71,42.84
8625,12,2026-06-30 08:00:00,30.0,46.03
8626,12,2026-06-30 09:00:00,31.29,56.6
8627,12,2026-06-30 10:00:00,32.5,57.27
8628,12,2026-06-30 11:00:00,33.54,61.13
8629,12,2026-06-30 12:00:00,34.33,63.65
8630,12,2026-06-30 13:00:00,34.83,59.12
8631,12,2026-06-30 14:00:00,35.0,60.93
8632,12,2026-06-30 15:00:00,34.83,60.57
8633,12,2026-06-30 16:00:00,34.33,57.36
8634,12,2026-06-30 17:00:00,33.54,58.45
8635,12,2026-06-30 18:00:00,32.5,57.6
8636,12,2026-06-30 19:00:00,31.29,55.03
8637,12,2026-06-30 20:00:00,30.0,53.39
8638,12,2026-06-30 21:00:00,28.71,50.13
8639,12,2026-06-30 22:00:00,27.5,40.71
8640,12,2026-06-30 23:00:00,26.46,39.62
8641,13,2026-06-01 00:00:00,25.67,10.55
8642,13,2026-06-01 01:00:00,25.17,9.67
8643,13,2026-06-01 02:00:00,25.0,9.54
8644,13,2026-06-01 03:00:00,25.17,9.81
8645,13,2026-06-01 04:00:00,25.67,10.49
8646,13,2026-06-01 05:00:00,26.46,11.64
8647,13,2026-06-01 06:00:00,27.5,13.55
8648,13,2026-06-01 07:00:00,28.71,15.75
8649,13,2026-06-01 08:00:00,30.0,17.87
8650,13,2026-06-01 09:00:00,31.29,21.75
8651,13,2026-06-01 10:00:00,32.5,23.39
8652,13,2026-06-01 11:00:00,33.54,25.0
8653,13,2026-06-01 12:00:00,34.33,26.89
8654,13,2026-06-01 13:00:00,34.83,27.2
8655,13,2026-06-01 14:00:00,35.0,26.98
8656,13,2026-06-01 15:00:00,34.83,26.22
8657,13,2026-06-01 16:00:00,34.33,26.26
8658,13,2026-06-01 17:00:00,33.54,24.15
8659,13,2026-06-01 18:00:00,32.5,24.53
8660,13,2026-06-01 19:00:00,31.29,22.57
8661,13,2026-06-01 20:00:00,30.0,20.77
8662,13,2026-06-01 21:00:00,28.71,17.8
8663,13,2026-06-01 22:00:00,27.5,13.13
8664,13,2026-06-01 23:00:00,26.46,11.31
8665,13,2026-06-02 00:00:00,25.67,10.32
8666,13,2026-06-02 01:00:00,25.17,9.97
8667,13,2026-06-02 02:00:00,25.0,9.4
8668,13,2026-06-02 03:00:00,25.17,9.65
8669,13,2026-06-02 04:00:00,25.67,10.24
8670,13,2026-06-02 05:00:00,26.46,11.8
8671,13,2026-06-02 06:00:00,27.5,13.48
8672,13,2026-06-02 07:00:00,28.71,15.39
8673,13,2026-06-02 08:00:00,30.0,17.88
8674,13,2026-06-02 09:00:00,31.29,21.19
8675,13,2026-06-02 10:00:00,32.5,24.68
8676,13,2026-06-02 11:00:00,33.54,25.33
8677,13,2026-06-02 12:00:00,34.33,25.65
8678,13,2026-06-02 13:00:00,34.83,25.81
8679,13,2026-06-02 14:00:00,35.0,26.7
8680,13,2026-06-02 15:00:00,34.83,26.06
8681,13,2026-06-02 16:00:00,34.33,26.39
8682,13,2026-06-02 17:00:00,33.54,24.74
8683,13,2026-06-02 18:00:00,32.5,25.45
8684,13,2026-06-02 19:00:00,31.29,22.9
8685,13,2026-06-02 20:00:00,30.0,20.18
8686,13,2026-06-02 21:00:00,28.71,17.37
8687,13,2026-06-02 22:00:00,27.5,13.27
8688,13,2026-06-02 23:00:00,26.46,11.46
8689,13,2026-06-03 00:00:00,25.67,10.35
8690,13,2026-06-03 01:00:00,25.17,9.76
8691,13,2026-06-03 02:00:00,25.0,9.17
8692,13,2026-06-03 03:00:00,25.17,9.68
8693,13,2026-06-03 04:00:00,25.67,10.45
8694,13,2026-06-03 05:00:00,26.46,11.82
8695,13,2026-06-03 06:00:00,27.5,13.55
8696,13,2026-06-03 07:00:00,28.71,15.51
8697,13,2026-06-03 08:00:00,30.0,17.76
8698,13,2026-06-03 09:00:00,31.29,21.24
8699,13,2026-06-03 10:00:00,32.5,23.13
8700,13,2026-06-03 11:00:00,33.54,25.22
8701,13,2026-06-03 12:00:00,34.33,25.55
8702,13,2026-06-03 13:00:00,34.83,26.64
8703,13,2026-06-03 14:00:00,35.0,28.31
8704,13,2026-06-03 15:00:00,34.83,25.76
8705,13,2026-06-03 16:00:00,34.33,25.23
8706,13,2026-06-03 17:00:00,33.54,24.5
8707,13,2026-06-03 18:00:00,32.5,25.04
8708,13,2026-06-03 19:00:00,31.29,22.21
8709,13,2026-06-03 20:00:00,30.0,20.16
8710,13,2026-06-03 21:00:00,28.71,17.94
8711,13,2026-06-03 22:00:00,27.5,13.16
8712,13,2026-06-03 23:00:00,26.46,11.57
8713,13,2026-06-04 00:00:00,25.67,10.18
8714,13,2026-06-04 01:00:00,25.17,9.79
8715,13,2026-06-04 02:00:00,25.0,9.46
8716,13,2026-06-04 03:00:00,25.17,9.53
8717,13,2026-06-04 04:00:00,25.67,10.77
8718,13,2026-06-04 05:00:00,26.46,11.96
8719,13,2026-06-04 06:00:00,27.5,13.6
8720,13,2026-06-04 07:00:00,28.71,15.26
8721,13,2026-06-04 08:00:00,30.0,17.71
8722,13,2026-06-04 09:00:00,31.29,21.46
8723,13,2026-06-04 10:00:00,32.5,22.81
8724,13,2026-06-04 11:00:00,33.54,24.27
8725,13,2026-06-04 12:00:00,34.33,26.05
8726,13,2026-06-04 13:00:00,34.83,26.1
8727,13,2026-06-04 14:00:00,35.0,27.78
8728,13,2026-06-04 15:00:00,34.83,26.22
8729,13,2026-06-04 16:00:00,34.33,25.69
8730,13,2026-06-04 17:00:00,33.54,23.98
8731,13,2026-06-04 18:00:00,32.5,24.98
8732,13,2026-06-04 19:00:00,31.29,22.09
8733,13,2026-06-04 20:00:00,30.0,19.81
8734,13,2026-06-04 21:00:00,28.71,17.88
8735,13,2026-06-04 22:00:00,27.5,13.1
8736,13,2026-06-04 23:00:00,26.46,11.75
8737,13,2026-06-05 00:00:00,25.67,10.28
8738,13,2026-06-05 01:00:00,25.17,9.5
8739,13,2026-06-05 02:00:00,25.0,9.44
8740,13,2026-06-05 03:00:00,25.17,9.63
8741,13,2026-06-05 04:00:00,25.67,10.46
8742,13,2026-06-05 05:00:00,26.46,11.99
8743,13,2026-06-05 06:00:00,27.5,13.75
8744,13,2026-06-05 07:00:00,28.71,15.51
8745,13,2026-06-05 08:00:00,30.0,17.68
8746,13,2026-06-05 09:00:00,31.29,21.7
8747,13,2026-06-05 10:00:00,32.5,23.84
8748,13,2026-06-05 11:00:00,33.54,25.03
8749,13,2026-06-05 12:00:00,34.33,25.63
8750,13,2026-06-05 13:00:00,34.83,27.13
8751,13,2026-06-05 14:00:00,35.0,27.02
8752,13,2026-06-05 15:00:00,34.83,26.69
8753,13,2026-06-05 16:00:00,34.33,25.42
8754,13,2026-06-05 17:00:00,33.54,24.46
8755,13,2026-06-05 18:00:00,32.5,25.73
8756,13,2026-06-05 19:00:00,31.29,22.98
8757,13,2026-06-05 20:00:00,30.0,20.2
8758,13,2026-06-05 21:00:00,28.71,17.93
8759,13,2026-06-05 22:00:00,27.5,12.89
8760,13,2026-06-05 23:00:00,26.46,11.77
8761,13,2026-06-06 00:00:00,25.67,10.55
8762,13,2026-06-06 01:00:00,25.17,9.68
8763,13,2026-06-06 02:00:00,25.0,8.95
8764,13,2026-06-06 03:00:00,25.17,9.38
8765,13,2026-06-06 04:00:00,25.67,10.34
8766,13,2026-06-06 05:00:00,26.46,11.81
8767,13,2026-06-06 06:00:00,27.5,13.53
8768,13,2026-06-06 07:00:00,28.71,15.47
8769,13,2026-06-06 08:00:00,30.0,17.95
8770,13,2026-06-06 09:00:00,31.29,21.71
8771,13,2026-06-06 10:00:00,32.5,23.64
8772,13,2026-06-06 11:00:00,33.54,25.44
8773,13,2026-06-06 12:00:00,34.33,26.16
8774,13,2026-06-06 13:00:00,34.83,26.84
8775,13,2026-06-06 14:00:00,35.0,26.33
8776,13,2026-06-06 15:00:00,34.83,25.71
8777,13,2026-06-06 16:00:00,34.33,25.46
8778,13,2026-06-06 17:00:00,33.54,24.68
8779,13,2026-06-06 18:00:00,32.5,24.71
8780,13,2026-06-06 19:00:00,31.29,21.9
8781,13,2026-06-06 20:00:00,30.0,20.49
8782,13,2026-06-06 21:00:00,28.71,17.85
8783,13,2026-06-06 22:00:00,27.5,13.06
8784,13,2026-06-06 23:00:00,26.46,11.77
8785,13,2026-06-07 00:00:00,25.67,10.45
8786,13,2026-06-07 01:00:00,25.17,9.49
8787,13,2026-06-07 02:00:00,25.0,9.36
8788,13,2026-06-07 03:00:00,25.17,9.26
8789,13,2026-06-07 04:00:00,25.67,10.46
8790,13,2026-06-07 05:00:00,26.46,11.84
8791,13,2026-06-07 06:00:00,27.5,13.86
8792,13,2026-06-07 07:00:00,28.71,15.7
8793,13,2026-06-07 08:00:00,30.0,17.94
8794,13,2026-06-07 09:00:00,31.29,21.84
8795,13,2026-06-07 10:00:00,32.5,23.88
8796,13,2026-06-07 11:00:00,33.54,24.57
8797,13,2026-06-07 12:00:00,34.33,25.03
8798,13,2026-06-07 13:00:00,34.83,26.43
8799,13,2026-06-07 14:00:00,35.0,27.76
8800,13,2026-06-07 15:00:00,34.83,26.5
8801,13,2026-06-07 16:00:00,34.33,25.53
8802,13,2026-06-07 17:00:00,33.54,25.02
8803,13,2026-06-07 18:00:00,32.5,24.83
8804,13,2026-06-07 19:00:00,31.29,22.47
8805,13,2026-06-07 20:00:00,30.0,20.51
8806,13,2026-06-07 21:00:00,28.71,18.07
8807,13,2026-06-07 22:00:00,27.5,13.13
8808,13,2026-06-07 23:00:00,26.46,11.5
8809,13,2026-06-08 00:00:00,25.67,10.34
8810,13,2026-06-08 01:00:00,25.17,9.84
8811,13,2026-06-08 02:00:00,25.0,9.71
8812,13,2026-06-08 03:00:00,25.17,9.64
8813,13,2026-06-08 04:00:00,25.67,10.6
8814,13,2026-06-08 05:00:00,26.46,11.97
8815,13,2026-06-08 06:00:00,27.5,13.74
8816,13,2026-06-08 07:00:00,28.71,15.74
8817,13,2026-06-08 08:00:00,30.0,17.72
8818,13,2026-06-08 09:00:00,31.29,21.34
8819,13,2026-06-08 10:00:00,32.5,24.06
8820,13,2026-06-08 11:00:00,33.54,24.61
8821,13,2026-06-08 12:00:00,34.33,25.61
8822,13,2026-06-08 13:00:00,34.83,26.29
8823,13,2026-06-08 14:00:00,35.0,27.3
8824,13,2026-06-08 15:00:00,34.83,26.54
8825,13,2026-06-08 16:00:00,34.33,26.14
8826,13,2026-06-08 17:00:00,33.54,24.55
8827,13,2026-06-08 18:00:00,32.5,24.62
8828,13,2026-06-08 19:00:00,31.29,23.58
8829,13,2026-06-08 20:00:00,30.0,20.32
8830,13,2026-06-08 21:00:00,28.71,17.97
8831,13,2026-06-08 22:00:00,27.5,12.96
8832,13,2026-06-08 23:00:00,26.46,11.78
8833,13,2026-06-09 00:00:00,25.67,10.3
8834,13,2026-06-09 01:00:00,25.17,9.5
8835,13,2026-06-09 02:00:00,25.0,9.2
8836,13,2026-06-09 03:00:00,25.17,9.91
8837,13,2026-06-09 04:00:00,25.67,10.42
8838,13,2026-06-09 05:00:00,26.46,11.71
8839,13,2026-06-09 06:00:00,27.5,13.73
8840,13,2026-06-09 07:00:00,28.71,15.91
8841,13,2026-06-09 08:00:00,30.0,17.5
8842,13,2026-06-09 09:00:00,31.29,21.79
8843,13,2026-06-09 10:00:00,32.5,24.12
8844,13,2026-06-09 11:00:00,33.54,25.68
8845,13,2026-06-09 12:00:00,34.33,25.89
8846,13,2026-06-09 13:00:00,34.83,27.44
8847,13,2026-06-09 14:00:00,35.0,26.63
8848,13,2026-06-09 15:00:00,34.83,26.39
8849,13,2026-06-09 16:00:00,34.33,26.04
8850,13,2026-06-09 17:00:00,33.54,23.92
8851,13,2026-06-09 18:00:00,32.5,24.55
8852,13,2026-06-09 19:00:00,31.29,22.18
8853,13,2026-06-09 20:00:00,30.0,20.0
8854,13,2026-06-09 21:00:00,28.71,17.66
8855,13,2026-06-09 22:00:00,27.5,12.8
8856,13,2026-06-09 23:00:00,26.46,11.75
8857,13,2026-06-10 00:00:00,25.67,10.27
8858,13,2026-06-10 01:00:00,25.17,9.78
8859,13,2026-06-10 02:00:00,25.0,9.18
8860,13,2026-06-10 03:00:00,25.17,9.59
8861,13,2026-06-10 04:00:00,25.67,10.86
8862,13,2026-06-10 05:00:00,26.46,11.8
8863,13,2026-06-10 06:00:00,27.5,13.67
8864,13,2026-06-10 07:00:00,28.71,15.67
8865,13,2026-06-10 08:00:00,30.0,17.74
8866,13,2026-06-10 09:00:00,31.29,20.94
8867,13,2026-06-10 10:00:00,32.5,23.48
8868,13,2026-06-10 11:00:00,33.54,25.52
8869,13,2026-06-10 12:00:00,34.33,26.27
8870,13,2026-06-10 13:00:00,34.83,25.92
8871,13,2026-06-10 14:00:00,35.0,26.81
8872,13,2026-06-10 15:00:00,34.83,27.31
8873,13,2026-06-10 16:00:00,34.33,25.5
8874,13,2026-06-10 17:00:00,33.54,25.03
8875,13,2026-06-10 18:00:00,32.5,24.54
8876,13,2026-06-10 19:00:00,31.29,22.37
8877,13,2026-06-10 20:00:00,30.0,20.26
8878,13,2026-06-10 21:00:00,28.71,17.75
8879,13,2026-06-10 22:00:00,27.5,13.04
8880,13,2026-06-10 23:00:00,26.46,11.65
8881,13,2026-06-11 00:00:00,25.67,10.49
8882,13,2026-06-11 01:00:00,25.17,9.63
8883,13,2026-06-11 02:00:00,25.0,9.19
8884,13,2026-06-11 03:00:00,25.17,9.6
8885,13,2026-06-11 04:00:00,25.67,10.72
8886,13,2026-06-11 05:00:00,26.46,11.73
8887,13,2026-06-11 06:00:00,27.5,13.66
8888,13,2026-06-11 07:00:00,28.71,15.43
8889,13,2026-06-11 08:00:00,30.0,17.75
8890,13,2026-06-11 09:00:00,31.29,22.82
8891,13,2026-06-11 10:00:00,32.5,23.02
8892,13,2026-06-11 11:00:00,33.54,25.48
8893,13,2026-06-11 12:00:00,34.33,26.44
8894,13,2026-06-11 13:00:00,34.83,26.84
8895,13,2026-06-11 14:00:00,35.0,26.91
8896,13,2026-06-11 15:00:00,34.83,26.04
8897,13,2026-06-11 16:00:00,34.33,25.03
8898,13,2026-06-11 17:00:00,33.54,24.7
8899,13,2026-06-11 18:00:00,32.5,24.7
8900,13,2026-06-11 19:00:00,31.29,22.35
8901,13,2026-06-11 20:00:00,30.0,20.03
8902,13,2026-06-11 21:00:00,28.71,17.53
8903,13,2026-06-11 22:00:00,27.5,13.14
8904,13,2026-06-11 23:00:00,26.46,11.57
8905,13,2026-06-12 00:00:00,25.67,10.14
8906,13,2026-06-12 01:00:00,25.17,9.63
8907,13,2026-06-12 02:00:00,25.0,9.3
8908,13,2026-06-12 03:00:00,25.17,9.65
8909,13,2026-06-12 04:00:00,25.67,10.64
8910,13,2026-06-12 05:00:00,26.46,12.09
8911,13,2026-06-12 06:00:00,27.5,14.04
8912,13,2026-06-12 07:00:00,28.71,15.53
8913,13,2026-06-12 08:00:00,30.0,17.55
8914,13,2026-06-12 09:00:00,31.29,21.59
8915,13,2026-06-12 10:00:00,32.5,23.52
8916,13,2026-06-12 11:00:00,33.54,25.91
8917,13,2026-06-12 12:00:00,34.33,26.26
8918,13,2026-06-12 13:00:00,34.83,26.35
8919,13,2026-06-12 14:00:00,35.0,27.62
8920,13,2026-06-12 15:00:00,34.83,26.55
8921,13,2026-06-12 16:00:00,34.33,25.95
8922,13,2026-06-12 17:00:00,33.54,23.86
8923,13,2026-06-12 18:00:00,32.5,25.02
8924,13,2026-06-12 19:00:00,31.29,22.85
8925,13,2026-06-12 20:00:00,30.0,20.32
8926,13,2026-06-12 21:00:00,28.71,18.03
8927,13,2026-06-12 22:00:00,27.5,13.42
8928,13,2026-06-12 23:00:00,26.46,11.6
8929,13,2026-06-13 00:00:00,25.67,10.17
8930,13,2026-06-13 01:00:00,25.17,9.49
8931,13,2026-06-13 02:00:00,25.0,9.29
